"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0212_15_08_2006_1a","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_123",0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,102,259,233,190,182,0,0,0,68,0,0,8,0,0,0,0,0,0,0,0,0,409,490,313,138,263,142,44,65,13,0,0,0,0,0,3,29,78,33,0,0,0,0,0,0,29,0,0,0,0,0,1163,934,160,119,49,99,0,0,0,0,191,70,631,1027,172,138,105,75,86,72,38,0,0,116,110,265,253,174,144,141,75,169,110,142,0,26,29,0,11,23,0,0,0,21,0,8,6,0,0,0,0
"ASV_124",0,232,171,101,244,487,972,104,176,17,147,142,212,148,78,117,16,19,0,54,51,47,102,38,75,10,6,0,0,0,0,0,0,0,0,5,10,47,33,89,606,634,12,260,107,271,227,152,276,155,121,16,38,16,0,19,0,59,54,301,179,239,131,257,96,449,92,28,18,16,0,0,10,0,12,14,0,0,0,257,143,55,72,36,115,66,16,52,12,12,0,8,0,5,0,0,23,44,54,22,28,29,27,15,0,25,0,14,0,9,14,12,0,8,0,0,10,0,0,43,37,44,83,0,0,0,0,10,0,0,0,0,49,48,102,110,78,66,55,46,96,52,71,0,19,0,21,13,10,13,12,14,9,18,0,4,11,7,0,0
"ASV_125",0,76,99,176,257,268,275,53,127,0,29,0,0,0,27,15,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,128,384,154,57,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,217,202,141,103,109,0,0,0,35,0,0,0,0,4,0,0,0,0,0,0,0,269,307,58,0,71,0,0,0,0,0,0,0,0,5,0,0,0,110,77,0,31,0,0,0,0,0,0,0,0,0,2672,3546,0,103,0,0,0,0,0,0,72,70,190,298,0,0,0,0,0,0,0,0,0,0,0,70,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"ASV_126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,0,0,0,3,0,0,27,113,35,0,0,481,1288,835,245,666,54,16,15,7,5,0,28,23,23,26,6,0,8,224,1337,637,411,1073,419,1216,491,338,662,359,0,0,24,33,4,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,2,9,2,0,0,4,14,22,23,15,7,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
"ASV_127",18,1108,1257,190,204,1151,1144,35,38,7,0,0,0,0,0,4,0,0,0,30,27,19,61,0,3,0,0,0,0,0,0,45,56,32,31,12,22,27,295,105,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,52,110,17,60,22,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,1154,120,22,13,0,0,0,0,0,0,0,0,0,0,0,0,17,31,28,51,0,0,0,0,0,0,0,0,77,636,1690,0,21,0,0,0,0,0,0,14,58,11,7,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_128",4,23,34,0,0,9,25,0,0,0,19,31,37,21,10,30,0,15,0,0,17,0,0,7,0,23,47,81,38,138,178,216,169,145,6,24,20,11,15,22,16,26,9,39,15,64,37,25,43,236,168,0,30,95,20,50,18,16,16,43,44,36,27,10,0,39,20,12,34,38,65,12,30,51,68,90,59,7,0,9,10,0,0,0,8,40,13,49,48,33,11,8,0,0,0,4,0,8,0,0,28,8,94,73,34,139,19,34,0,0,0,18,11,146,156,1029,809,307,178,16,6,0,0,34,111,46,756,652,717,333,0,0,0,0,9,0,8,6,16,17,23,23,9,0,18,0,11,10,8,0,14,52,138,386,422,354,268,241,26,41
"ASV_129",0,7,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,913,1419,199,280,89,96,171,171,68,105,92,15,19,21,18,29,26,42,56,0,68,141,70,8,0,201,201,219,23,97,24,8,25,0,32,0,34,26,47,29,17,0,175,200,638,522,63,262,25,70,68,53,98,35,0,0,21,24,11,0,0,23,11,0,0,9,0,0,0,0,0,0,0,0,0,8,0,80,74,159,76,41,77,14,12,13,8,8,74,33,108,73,56,34,16,8,3,3,8,0,4,0,0,6,18,8,12,0,0,0,0,15,10,7,14,17,12,35,14,14,11,0,19,14,0,351,419,276,166,165,218,185,220,157,155,5,18
"ASV_130",0,8,0,11,6,10,9,0,0,0,30,46,18,40,16,22,0,4,0,24,16,0,0,0,0,5,2,0,0,4,5,6,6,14,0,3,0,6,10,0,27,18,0,16,12,27,23,23,49,67,42,0,9,29,13,4,0,7,6,121,67,137,127,14,17,32,99,51,53,16,42,3,36,24,40,153,89,0,0,44,27,22,42,17,159,317,115,242,267,172,50,38,0,0,0,0,9,5,35,9,122,162,375,336,153,589,172,411,16,18,26,24,16,159,73,275,238,417,159,23,20,15,38,123,147,115,223,461,148,145,0,0,0,7,36,24,41,10,30,60,85,60,72,18,47,21,85,30,59,326,104,526,203,52,27,32,98,25,9,92
"ASV_131",0,0,52,29,50,11,34,0,27,0,240,277,133,133,70,132,46,67,4,188,214,0,0,0,13,0,0,3,0,5,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,233,151,0,0,4,0,0,9,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,12,0,0,0,0,0,0,0,0,6,0,125,183,0,32,0,0,0,0,22,0,0,83,123,34,35,179,114,198,194,141,79,105,82,150,63,122,0,0,26,2717,2841,0,50,0,25,29,30,0,0,0,21,7,42
"ASV_132",0,0,12,0,4,6,7,0,3,0,10,0,11,0,0,0,0,0,0,0,0,3,0,0,0,17,27,64,60,77,132,118,162,94,6,9,11,4,14,5,33,39,6,53,23,67,10,0,160,669,714,26,51,79,6,22,5,15,15,41,44,52,26,18,6,143,11,21,157,67,101,53,119,174,306,223,61,0,2,36,31,0,13,19,110,247,111,258,25,12,0,0,0,0,0,0,0,0,10,0,24,17,117,82,0,57,0,0,0,0,0,68,48,231,192,285,276,46,13,0,14,6,9,18,74,54,379,454,258,172,0,0,0,0,15,15,16,5,20,25,42,21,8,0,0,0,41,21,0,10,14,41,247,812,315,247,438,138,10,48
"ASV_133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,730,350,494,816,921,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,0,41,34,0,0,0,0,0,0,0,333,32,24,58,0,0,0,0,0,0,0,0,0,0,0,27,533,200,454,489,144,136,28,38,0,0,0,629,742,112,111,91,94,35,0,0,0,0,0,60,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,144,241,160,99,114,89,94,453,96,122,0,0
"ASV_134",0,72,86,0,34,59,67,227,305,26,102,119,325,325,492,619,27,42,0,136,161,470,683,59,231,0,19,0,34,0,0,48,40,33,460,216,280,177,539,1212,466,456,0,102,55,172,85,55,82,86,83,16,43,0,0,0,0,0,0,0,0,17,23,26,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,150,53,49,48,0,0,14,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,22,24,14,0,0,0,0,0,0,0,0,0,0,6,58
"ASV_135",0,0,5,0,0,0,6,122,110,13,44,32,45,51,0,6,0,0,0,0,0,0,31,4,0,0,0,16,27,6,0,8,12,0,0,4,0,0,0,0,50,43,32,262,40,304,50,60,26,23,27,16,32,0,0,0,0,9,0,0,19,20,47,8,0,329,90,221,649,45,38,24,57,56,47,51,6,0,0,3,9,491,2101,718,417,72,70,44,0,0,0,0,0,0,0,0,28,49,71,59,45,51,19,11,0,0,0,0,0,0,5,33,61,7,9,0,0,0,0,0,0,10,0,22,174,13,21,22,0,0,0,0,11,22,20,0,0,7,0,0,14,9,15,3,20,11,25,5,347,347,418,536,170,164,99,49,214,0,0,0
"ASV_136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,46,77,122,301,70,119,155,132,118,0,0,112,61,461,431,495,319,303,359,602,332,555,49,187,213,570,345,43,51,45,74,60,52,15,9,59,5,0,3
"ASV_137",0,0,0,0,3,0,0,3,9,2,4,20,32,22,19,15,0,0,0,3,0,193,2674,21,63,0,8,5,6,3,0,0,6,3,0,3,0,31,88,58,100,94,0,85,12,82,46,56,25,16,33,0,6,0,0,3,0,10,6,4,10,13,27,0,0,116,11,20,65,20,11,24,27,134,140,71,17,0,0,0,0,452,774,450,192,62,47,22,3,0,3,7,0,0,0,0,11,8,225,122,190,201,56,22,0,10,0,0,4,2,0,195,261,18,26,17,0,0,0,0,0,9,5,27,201,20,135,130,26,16,4,0,0,0,18,5,0,26,10,58,23,6,62,7,60,24,62,31,231,233,159,216,124,105,24,8,100,0,0,4
"ASV_138",0,0,0,9,0,0,14,0,0,0,5,0,0,12,0,0,29,47,41,584,801,8,42,11,13,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,3,0,87,162,44,0,0,9,0,0,30,17,0,0,3,4,0,0,0,0,0,0,0,0,4,7,0,0,12,15,0,0,0,0,0,0,0,0,0,768,632,27,41,100,194,106,48,26,12,6,13,12,0,16,14,8,13,16,0,18,8,12,11,5,27,34,66,21,87,43,15,17,0,0,0,0,7,80,67,0,0,3,0,0,4,0,0,0,7,0,9,5,0,0,0,34,21,22,0,7,31,6,5,0,0,0,0,0,1801
"ASV_139",0,0,0,0,11,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,13,7,0,8,23,0,161,36,999,1076,640,1516,828,895,460,200,0,296,27,45,0,10,0,0,0,0,8,0,7,7,281,239,32,29,26,26,0,0,0,0,0,0,4,0,0,0,9,12,10,18,8,0,0,0,0,0,0,0,0,7,13,39,7,4,0,0,0,0,0,0,0,0,0,0,1226,122,394,66,115,31,40,0,0,0,0,0,0,0,0,0,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_140",5,11,12,0,0,8,21,0,7,0,4,0,0,4,0,0,0,16,0,0,0,8,10,14,13,2,0,0,0,3,0,0,0,0,0,0,73,15,0,13,48,26,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,74,67,0,10,0,0,8,0,0,0,0,0,0,5,0,0,0,5,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,25,0,14,33,0,15,73,96,72,95,50,0,0,0,0,27,0,92,198,243,165,80,0,32,124,41,32,30,15,43,0,41,0,0,35,25,119,104,333,181,234,489,381,477,357,71,85,61,102,0,32,16,0,3,0,7,0,0,0,0,27,383
"ASV_141",0,16,6,0,0,4,15,4,0,0,23,45,169,126,100,137,54,120,0,61,99,4,52,72,147,123,173,35,33,67,92,62,48,37,9,19,28,0,24,9,28,43,0,39,17,28,299,274,18,47,55,0,8,15,0,7,6,9,5,4,2,13,2,4,0,40,10,13,53,16,41,27,47,83,106,100,44,0,13,18,12,20,16,10,92,219,100,80,22,7,8,15,0,4,0,0,0,0,0,0,89,82,321,202,111,175,26,38,0,3,8,398,215,306,232,285,278,124,80,30,16,12,13,36,43,5,244,284,184,98,0,0,27,14,14,17,19,13,8,20,67,22,11,0,9,7,17,11,0,0,6,0,14,492,358,280,70,133,12,18
"ASV_142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,175,103,78,103,301,610,105,0,0,0,0,17,29,31,70,77,696,166,980,0,0,49,51,54,38,57,0,0,0,0,0,0,0,0,5,0,0,0,409,0,22,457,60,88,218,166,1227,867,559,153,0,0,0,0,52,127,159,176,133,101,23,0,0,0,0,0,0,0,0,0,0,0,0,80,0,45,30,0,12,0,0,0,0,0,146,255,10,29,0,7,0,0,0,0,0,0,0,0,0,25,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,125,0,0,77,0,0,0
"ASV_143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29,16,0,0,0,0,0,0,0,0,0,0,31,20,45,0,0,117,217,178,20,34,7,0,6,0,0,0,0,0,0,9,0,0,105,0,199,2563,209,297,144,191,1190,1464,830,512,0,0,6,0,50,141,130,276,83,34,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,107,76,0,10,15,0,0,0,0,0,0,0,0,0,13,72,192,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,36,0,0,0,0,0,0,5,0,10,7,5,4,0,0,0,0,0,0,37,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,293,362,444,768,1976,955,1288,0,0,0,120,163,38,29,65,89,722,742,130,123,123,0,0,0,0,0,0,6,0,8,3,68,26,200,216,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,124,0,18
"ASV_145",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,94,25,25,0,0,20,0,0,0,0,0,0,0,0,0,25,0,0,66,111,53,55,101,10,49,29,69,129,95,7,0,14,15,0,52,17,2589,969,311,53,80,84,22,10,0,0,0,0,0,0,0,0,20,10,26,43,0,21,5,22,0,0,8,11,0,102,47,53,43,0,0,0,0,0,0,17,0,10,6,7,0,0,0,0,0,0,0,0,10,25,64,91,266,409,287,707,395,273,204,54,18,13,11,12,18,5,16,5,10,4,0,0
"ASV_146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,62,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,18,0,0,0,0,0,0,3,0,0,0,3,0,168,185,25,181,36,129,0,0,0,0,0,65,55,538,587,44,38,4,0,0,0,3,0,85,4,18,0,0,5,0,3,0,5,5,4,9,15,15,23,63,45,215,1917,2854,730,418,5,6,2,0,3,9,16,4,0,31,9,93
"ASV_147",0,101,104,0,0,0,0,0,0,0,51,0,0,0,79,0,0,0,0,32,36,56,66,0,0,0,0,8,0,0,0,0,0,0,160,210,273,41,141,142,109,153,0,0,17,64,0,0,66,65,87,0,25,33,17,204,68,143,143,184,207,210,242,85,61,38,114,34,36,0,0,0,0,0,0,0,0,42,0,134,132,0,43,0,30,0,0,0,56,0,0,0,0,0,0,35,228,248,128,43,0,73,0,0,0,0,0,0,211,39,71,0,0,0,0,0,0,0,0,67,74,54,104,0,0,0,0,0,0,0,0,0,0,0,110,105,122,53,119,139,175,144,112,0,47,22,0,0,61,0,0,0,0,0,0,0,0,0,0,0
"ASV_148",0,120,116,0,0,50,93,0,29,0,0,17,11,0,16,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,49,216,301,166,226,233,374,391,0,0,0,52,0,0,49,0,0,0,0,0,0,60,0,114,84,175,146,197,225,47,0,116,37,0,0,0,0,0,0,0,0,0,0,0,0,35,60,32,11,0,0,39,17,49,0,11,321,250,0,0,18,98,103,145,147,84,0,18,21,40,0,26,27,100,69,68,93,0,0,0,0,0,0,0,0,0,0,0,0,79,107,0,0,0,58,44,0,0,80,77,100,134,105,85,86,73,97,127,84,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,58
"ASV_149",0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,0,12,69,13,0,0,100,90,88,45,70,9,0,0,0,5,4,0,15,0,10,5,0,7,232,109,143,17,46,0,9,11,17,19,0,0,0,7,6,0,0,0,5,10,14,0,5,0,0,0,0,0,0,0,0,0,7,2,35,24,53,33,0,34,0,0,0,0,0,15,0,171,180,40,60,10,3,0,0,0,4,26,42,6,15,16,7,0,0,0,0,9,0,3,5,203,237,468,911,595,944,88,187,153,132,60,6,15,0,0,0,0,0,0,11,0,0,3
"ASV_150",0,0,42,0,0,48,67,22,61,0,0,0,48,27,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,23,0,36,0,0,0,0,0,50,60,0,0,43,47,75,35,87,55,120,41,111,97,0,0,0,82,0,0,0,19,0,0,0,10,0,0,0,12,44,82,24,0,40,0,8,14,0,16,0,265,228,4,3,0,104,175,104,49,35,0,16,6,0,40,82,112,138,29,22,0,0,0,0,0,0,0,0,0,0,38,52,724,53,77,32,245,35,61,70,0,17,73,0,89,57,174,96,232,186,249,206,151,0,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,134
"ASV_151",13,14,12,7,7,0,10,0,4,0,13,20,8,5,26,22,29,38,0,17,32,0,3,16,12,0,0,0,0,2,6,3,2,0,0,28,9,7,0,4,9,8,0,0,0,0,7,10,12,33,21,0,0,7,17,152,47,29,21,62,8,64,13,0,8,6,20,23,0,3,8,0,0,0,0,6,4,7,6,17,0,4,0,0,24,15,6,116,173,40,271,158,61,27,20,0,0,11,21,0,22,9,28,19,58,35,68,44,124,39,16,5,0,33,0,40,16,18,12,33,38,21,27,42,8,70,19,14,45,30,21,0,16,11,20,24,19,25,107,37,431,246,0,32,23,27,88,12,24,31,33,14,21,15,29,21,34,63,73,1769
"ASV_152",0,0,0,0,0,0,0,116,131,0,119,89,289,300,705,712,89,107,191,1175,1352,69,141,74,159,0,0,98,83,0,0,99,134,94,0,7,0,19,40,158,117,134,20,107,37,100,73,92,37,24,35,11,14,0,0,0,0,0,0,0,0,0,0,225,131,43,230,61,80,34,53,0,13,14,0,16,0,0,0,0,0,0,0,83,40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,85,43,92,197,139,137,96,52,0,101,32,20,15,0,0,0,0,0,0,0,0,0,29,24,0,0,0,0,0,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,194,172,33,65,859,215,614,117,234,140,131,330,158,135,236,262,210,139,147,140,111,151,158,168,171,200,149,134,89,41,39,0,0,0,0,0,10,0,20,29,26
"ASV_154",0,0,0,0,0,25,37,82,64,0,0,22,33,0,34,14,0,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,16,20,0,0,0,77,111,154,44,62,105,24,11,0,25,104,82,261,124,76,1205,793,0,1014,165,239,218,291,68,130,72,60,136,20,0,0,34,19,28,31,11,24,26,21,121,273,330,14,37,0,0,0,0,40,51,87,281,0,0,22,40,0,0,0,0,0,0,0,0,0,0,0,115,111,0,0,0,0,0,0,0,13,0,0,0,22,19,0,0,0,0,94,63,44,35,23,23,21,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_155",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,20,59,2725,283,33,71,0,0,0,0,0,0,8,0,659,866,214,184,177,195,45,70,19,35,0,0,0,40,18,653,489,467,371,7,25,0,0,7,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,30,32,0,0,14,0,0,0,0,0,0,0,0,7,160,110,0,0,0,8
"ASV_156",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1140,19,153,0,0,8,0,0,0,0,0,0,0,7,34,27,33,47,0,12,0,0,0,0,0,0,0,0,0,735,246,25,22,0,0,0,0,0,0,2004,571,0,0,0,0,0,0,0,0,0,963,671,405,354,10,10,23,10,31,9,0,0,0,0,0,0,112,110,34,43,0,0,0,0,0,0,0,11
"ASV_157",0,0,0,6,0,7,2,0,0,0,0,0,76,38,464,309,75,119,59,201,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,10,0,0,2422,3630,0,0,50,17,5,0,6,10,0,5,0,8,0,0,0,0,0,0,0,8,0,13,15,7,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,61,41,0,0,0,0,0,0,0,0,0,0,0,0
